ind_id,children,annual_income,education,employed_days,mobile_phone,work_phone,phone,email_id,family_members,label,age,gender_M,car_owner_Y,propert_owner_Y,type_income_Pensioner,type_income_State servant,type_income_Working,marital_status_Married,marital_status_Separated,marital_status_Single / not married,marital_status_Widow,housing_type_House / apartment,housing_type_Municipal apartment,housing_type_Office apartment,housing_type_Rented apartment,housing_type_With parents,type_occupation_Cleaning staff,type_occupation_Cooking staff,type_occupation_Core staff,type_occupation_Drivers,type_occupation_HR staff,type_occupation_High skill tech staff,type_occupation_IT staff,type_occupation_Laborers,type_occupation_Low-skill Laborers,type_occupation_Managers,type_occupation_Medicine staff,type_occupation_NA,type_occupation_Private service staff,type_occupation_Realty agents,type_occupation_Sales staff,type_occupation_Secretaries,type_occupation_Security staff,type_occupation_Waiters/barmen staff
5023781,0,3682.375,3,-1086,1,0,0,0,2,1,48.733744010951405,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5023831,2,3682.375,1,-925,1,0,0,0,4,1,33.223819301848046,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5024071,0,3682.375,3,-854,1,0,0,0,2,1,43.73990417522245,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5024213,0,3682.375,3,-185,1,0,1,0,2,1,42.98973305954826,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5024916,0,3682.375,1,365243,1,0,1,0,2,1,59.77275838466804,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5024917,0,3682.375,1,365243,1,0,1,0,2,1,59.77275838466804,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5025127,0,3682.375,1,-3350,1,0,0,0,2,1,30.420260095824776,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5028580,0,3682.375,3,-691,1,0,0,0,2,1,54.7460643394935,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5029028,0,3682.375,0,-4770,1,0,0,0,2,1,32.92539356605065,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5029311,0,3682.375,1,365243,1,0,1,1,2,1,59.893223819301845,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5033453,0,3682.375,3,-2394,1,0,0,0,1,1,29.429158110882955,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5033514,1,3682.375,1,-384,1,1,0,0,3,1,43.67419575633128,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5033916,0,3682.375,1,-3647,1,0,0,0,2,1,35.6331279945243,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5036469,0,3682.375,1,-1546,1,0,0,0,2,1,55.66872005475702,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5036590,0,3682.375,3,-808,1,0,0,0,2,1,57.64544832306639,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5036660,0,3682.375,1,365243,1,0,0,0,2,1,65.25667351129364,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5036795,0,3682.375,1,-1285,1,0,1,0,2,1,52.498288843258045,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5041522,0,3682.375,3,-855,1,1,1,0,1,1,44.26830937713895,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5042064,2,3682.375,3,-7369,1,1,1,0,4,1,43.950718685831625,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5045888,0,3682.375,1,365243,1,0,0,0,1,1,63.75359342915811,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5045894,0,3682.375,1,365243,1,0,0,0,1,1,63.75359342915811,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5045895,0,3682.375,1,365243,1,0,0,0,1,1,63.75359342915811,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5046324,1,3682.375,1,-2269,1,0,1,0,3,1,42.34360027378508,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5046328,1,3682.375,1,-2269,1,0,1,0,3,1,42.34360027378508,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5047662,1,3682.375,1,-4114,1,0,0,0,3,1,51.690622861054074,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5048300,1,3682.375,1,-1161,1,0,0,0,3,1,30.365503080082135,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5048301,1,3682.375,1,-1161,1,0,0,0,3,1,30.365503080082135,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5050603,0,3682.375,1,-7288,1,1,0,0,2,1,50.17659137577002,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5050606,0,3682.375,1,-7288,1,1,0,0,2,1,50.17659137577002,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5050671,0,3682.375,2,-166,1,1,1,0,1,1,31.786447638603697,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5051160,1,3682.375,1,-866,1,0,0,0,3,1,26.26694045174538,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5051161,1,3682.375,1,-866,1,0,0,0,3,1,26.26694045174538,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5052659,0,3682.375,1,-564,1,0,0,1,2,1,28.462696783025326,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5052661,0,3682.375,1,-564,1,0,0,1,2,1,28.462696783025326,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5052877,0,3682.375,1,-3366,1,0,0,0,2,1,49.04859685147159,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5052879,0,3682.375,1,-3366,1,0,0,0,2,1,49.04859685147159,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5052882,0,3682.375,1,-3366,1,0,0,0,2,1,49.04859685147159,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5053254,0,3682.375,1,-2150,1,1,0,0,2,1,51.10746064339494,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5054063,1,3682.375,1,-1458,1,0,0,0,3,1,44.96646132785763,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5054068,1,3682.375,1,-1458,1,0,0,0,1,1,44.96646132785763,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5054524,2,3682.375,1,-8369,1,0,0,0,4,1,45.478439425051334,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5054525,2,3682.375,1,-8369,1,0,0,0,4,1,45.478439425051334,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5058345,0,3682.375,3,365243,1,0,0,0,1,1,67.38124572210815,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5058348,0,3682.375,3,365243,1,0,0,0,1,1,67.38124572210815,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5058350,0,3682.375,3,365243,1,0,0,0,1,1,67.38124572210815,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5058352,0,3682.375,3,365243,1,0,0,0,1,1,67.38124572210815,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5058530,0,3682.375,1,-508,1,0,0,0,1,1,25.30321697467488,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5058531,0,3682.375,1,-508,1,0,0,0,1,1,25.30321697467488,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5058532,0,3682.375,1,-508,1,0,0,0,1,1,42.878850102669404,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5061360,0,3682.375,3,365243,1,0,0,0,2,1,57.14442162902122,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5061396,0,3682.375,0,365243,1,0,0,0,2,1,64.12867898699521,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5061636,0,3682.375,1,365243,1,0,1,0,2,1,59.31279945242984,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5061691,1,3682.375,3,-1567,1,0,0,1,3,1,24.974674880219027,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5062136,1,3682.375,1,-137,1,0,0,0,2,1,35.44695414099932,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5062137,1,3682.375,1,-137,1,0,0,0,2,1,35.44695414099932,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5065348,0,3682.375,3,-3974,1,0,0,0,2,1,41.50581793292265,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5065462,0,3682.375,1,-1570,1,0,0,0,2,1,52.030116358658454,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5065518,1,3682.375,3,-2878,1,0,0,0,3,1,26.036960985626283,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5068389,1,3682.375,3,-140,1,0,1,0,2,1,38.47227926078029,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5068456,0,3682.375,1,-2576,1,0,0,0,2,1,37.18275154004107,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5068651,0,3682.375,3,-1905,1,0,0,0,1,1,52.85420944558521,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5069216,0,3682.375,3,-1724,1,1,0,0,2,1,30.691307323750856,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5069218,0,3682.375,3,-1724,1,1,0,0,2,1,30.691307323750856,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5069307,0,3682.375,1,-1328,1,0,0,0,2,1,42.81998631074607,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5078820,2,3682.375,1,-4987,1,0,0,0,4,1,39.6331279945243,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5078945,2,3682.375,2,-3496,1,1,0,0,3,1,33.54688569472964,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5078946,2,3682.375,2,-3496,1,1,0,0,3,1,33.54688569472964,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5079166,0,3682.375,1,-1394,1,0,0,0,2,1,37.56331279945243,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5079167,0,3682.375,1,-1394,1,0,0,0,2,1,37.56331279945243,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5079168,0,3682.375,1,-1394,1,0,0,0,2,1,37.56331279945243,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5085886,0,3682.375,3,-1265,1,0,0,0,2,1,51.09103353867214,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5089162,0,3682.375,3,-2531,1,1,1,0,2,1,55.4798083504449,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5089959,1,3682.375,1,-2105,1,0,0,0,3,1,34.92128678986995,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5090166,1,3682.375,1,-860,1,0,0,0,2,1,42.30527036276523,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5090214,0,3682.375,1,-217,1,0,0,0,2,1,29.32785763175907,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5090216,0,3682.375,1,-217,1,0,0,0,2,1,29.32785763175907,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5092087,2,3682.375,1,-535,1,0,0,0,4,1,47.419575633128,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5092245,0,3682.375,1,365243,1,0,0,0,2,1,60.53661875427789,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5092479,1,3682.375,1,-6866,1,0,0,0,3,1,41.106091718001366,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5096527,0,3682.375,1,-584,1,0,0,0,1,1,54.789869952087614,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5096528,0,3682.375,1,-584,1,0,0,0,1,1,54.789869952087614,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5096743,0,3682.375,0,-2227,1,1,1,0,1,1,46.0041067761807,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5097065,0,3682.375,1,-8161,1,0,0,0,2,1,51.93976728268309,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5100430,0,3682.375,1,-613,1,0,0,0,1,1,44.65434633812457,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5105045,0,3682.375,1,365243,1,0,0,0,1,1,62.80355920602327,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5105056,0,3682.375,3,-606,1,0,1,1,1,1,31.561943874058862,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5106077,0,3682.375,1,-6944,1,0,0,0,2,1,54.110882956878854,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5113621,0,3682.375,1,-346,1,0,0,0,1,1,53.13073237508556,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5113933,0,3682.375,1,365243,1,0,1,0,1,1,63.71252566735113,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5113944,0,3682.375,1,365243,1,0,1,0,2,1,63.85763175906913,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5114249,1,3682.375,2,-1808,1,1,1,0,3,1,31.02258726899384,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5114253,1,3682.375,2,-1808,1,1,1,0,3,1,31.02258726899384,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5115604,0,3682.375,1,-3420,1,0,0,0,2,1,39.761806981519506,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5115606,0,3682.375,1,-3420,1,0,0,0,2,1,39.761806981519506,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5115608,0,3682.375,1,-3420,1,0,0,0,2,1,39.761806981519506,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5115610,0,3682.375,1,-3420,1,0,0,0,2,1,39.761806981519506,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5115611,0,3682.375,1,-3420,1,0,0,0,2,1,39.761806981519506,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5116035,0,3682.375,3,-863,1,1,0,0,1,1,39.75906913073238,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5116036,0,3682.375,3,-863,1,1,0,0,1,1,39.75906913073238,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5116258,4,3682.375,1,-7413,1,0,0,0,6,1,47.82477754962355,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5116301,0,3682.375,1,365243,1,0,0,0,2,1,62.026009582477755,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5116302,0,3682.375,1,365243,1,0,0,0,2,1,62.026009582477755,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5116304,0,3682.375,1,365243,1,0,0,0,2,1,62.026009582477755,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5116305,0,3682.375,1,365243,1,0,0,0,2,1,62.026009582477755,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5116906,0,3682.375,1,-7553,1,0,0,0,2,1,41.19644079397673,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5117313,1,3682.375,1,-3931,1,1,1,0,3,1,35.65229295003422,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
